Reference area,MEASURE,TIME_PERIOD,OBS_VALUE
Ireland,LCEMP,2003-Q2,76.83184
Ireland,LCEMP,2003-Q3,76.94737
Ireland,LCEMP,2003-Q4,80.14912
Ireland,LCEMP,2004-Q1,80.45691
Ireland,LCEMP,2004-Q2,81.80901
Ireland,LCEMP,2004-Q3,80.90018
Ireland,LCEMP,2004-Q4,82.64825
Ireland,LCEMP,2005-Q1,83.71082
Ireland,LCEMP,2005-Q2,85.91164
Ireland,LCEMP,2005-Q3,85.78049
Ireland,LCEMP,2005-Q4,88.86517
Ireland,LCEMP,2006-Q1,89.62061
Ireland,LCEMP,2006-Q2,90.07088
Ireland,LCEMP,2006-Q3,88.28536
Ireland,LCEMP,2006-Q4,91.66419
Ireland,LCEMP,2007-Q1,91.72157
Ireland,LCEMP,2007-Q2,93.35535
Ireland,LCEMP,2007-Q3,94.88844
Ireland,LCEMP,2007-Q4,100.6765
Ireland,LCEMP,2008-Q1,98.64929
Ireland,LCEMP,2008-Q2,98.83705
Ireland,LCEMP,2008-Q3,97.66087
Ireland,LCEMP,2008-Q4,101.5979
Ireland,LCEMP,2009-Q1,99.71278
Ireland,LCEMP,2009-Q2,98.75533
Ireland,LCEMP,2009-Q3,98.37772
Ireland,LCEMP,2009-Q4,100.1513
Ireland,LCEMP,2010-Q1,96.65465
Ireland,LCEMP,2010-Q2,96.99224
Ireland,LCEMP,2010-Q3,96.39485
Ireland,LCEMP,2010-Q4,97.7304
Ireland,LCEMP,2011-Q1,95.99775
Ireland,LCEMP,2011-Q2,96.3885
Ireland,LCEMP,2011-Q3,96.32753
Ireland,LCEMP,2011-Q4,98.70673
Ireland,LCEMP,2012-Q1,98.65952
Ireland,LCEMP,2012-Q2,97.68887
Ireland,LCEMP,2012-Q3,97.7112
Ireland,LCEMP,2012-Q4,98.99394
Ireland,LCEMP,2013-Q1,97.43723
Ireland,LCEMP,2013-Q2,97.11915
Ireland,LCEMP,2013-Q3,94.96609
Ireland,LCEMP,2013-Q4,98.38853
Ireland,LCEMP,2014-Q1,98.9222
Ireland,LCEMP,2014-Q2,97.8939
Ireland,LCEMP,2014-Q3,95.56469
Ireland,LCEMP,2014-Q4,99.53214
Ireland,LCEMP,2015-Q1,100.2834
Ireland,LCEMP,2015-Q2,99.67335
Ireland,LCEMP,2015-Q3,98.60799
Ireland,LCEMP,2015-Q4,101.4353
Ireland,LCEMP,2016-Q1,102.8732
Ireland,LCEMP,2016-Q2,101.6852
Ireland,LCEMP,2016-Q3,101.2191
Ireland,LCEMP,2016-Q4,103.8104
Ireland,LCEMP,2017-Q1,105.4448
Ireland,LCEMP,2017-Q2,105.3078
Ireland,LCEMP,2017-Q3,104.4028
Ireland,LCEMP,2017-Q4,107.3665
Ireland,LCEMP,2018-Q1,108.5453
Ireland,LCEMP,2018-Q2,108.4412
Ireland,LCEMP,2018-Q3,107.4684
Ireland,LCEMP,2018-Q4,110.267
Ireland,LCEMP,2019-Q1,112.4378
Ireland,LCEMP,2019-Q2,113.4964
Ireland,LCEMP,2019-Q3,110.5214
Ireland,LCEMP,2019-Q4,114.6061
Ireland,LCEMP,2020-Q1,117.1608
Ireland,LCEMP,2020-Q2,113.8628
Ireland,LCEMP,2020-Q3,113.2573
Ireland,LCEMP,2020-Q4,123.2519
Ireland,LCEMP,2021-Q1,120.2409
Ireland,LCEMP,2021-Q2,119.6092
Ireland,LCEMP,2021-Q3,118.2027
Ireland,LCEMP,2021-Q4,121.9734
Ireland,LCEMP,2022-Q1,122.0117
Ireland,LCEMP,2022-Q2,122.2287
Ireland,LCEMP,2022-Q3,122.055
Ireland,LCEMP,2022-Q4,126.6395
Ireland,LCEMP,2023-Q1,128.3692
Ireland,LCEMP,2023-Q2,126.0877
Ireland,LCEMP,2023-Q3,123.9574
Ireland,LCEMP,2023-Q4,127.8024
Türkiye,LCEMP,2006-Q1,40.8351
Türkiye,LCEMP,2006-Q2,41.53052
Türkiye,LCEMP,2006-Q3,43.72802
Türkiye,LCEMP,2006-Q4,44.7273
Türkiye,LCEMP,2007-Q1,46.0491
Türkiye,LCEMP,2007-Q2,45.02034
Türkiye,LCEMP,2007-Q3,48.04037
Türkiye,LCEMP,2007-Q4,49.84124
Türkiye,LCEMP,2008-Q1,50.70667
Türkiye,LCEMP,2008-Q2,50.29984
Türkiye,LCEMP,2008-Q3,52.88638
Türkiye,LCEMP,2008-Q4,54.00502
Türkiye,LCEMP,2009-Q1,55.87037
Türkiye,LCEMP,2009-Q2,53.54468
Türkiye,LCEMP,2009-Q3,55.26682
Türkiye,LCEMP,2009-Q4,55.63004
Türkiye,LCEMP,2010-Q1,59.72297
Türkiye,LCEMP,2010-Q2,57.80616
Türkiye,LCEMP,2010-Q3,60.35033
Türkiye,LCEMP,2010-Q4,60.87926
Türkiye,LCEMP,2011-Q1,64.94022
Türkiye,LCEMP,2011-Q2,63.40769
Türkiye,LCEMP,2011-Q3,66.36937
Türkiye,LCEMP,2011-Q4,66.38525
Türkiye,LCEMP,2012-Q1,72.53676
Türkiye,LCEMP,2012-Q2,72.39224
Türkiye,LCEMP,2012-Q3,75.01894
Türkiye,LCEMP,2012-Q4,73.56261
Türkiye,LCEMP,2013-Q1,79.81741
Türkiye,LCEMP,2013-Q2,79.25857
Türkiye,LCEMP,2013-Q3,82.69717
Türkiye,LCEMP,2013-Q4,81.95027
Türkiye,LCEMP,2014-Q1,89.37174
Türkiye,LCEMP,2014-Q2,88.07441
Türkiye,LCEMP,2014-Q3,91.7965
Türkiye,LCEMP,2014-Q4,91.232
Türkiye,LCEMP,2015-Q1,97.72672
Türkiye,LCEMP,2015-Q2,98.44009
Türkiye,LCEMP,2015-Q3,102.4653
Türkiye,LCEMP,2015-Q4,101.3679
Türkiye,LCEMP,2016-Q1,118.7702
Türkiye,LCEMP,2016-Q2,118.3207
Türkiye,LCEMP,2016-Q3,119.8652
Türkiye,LCEMP,2016-Q4,120.9726
Türkiye,LCEMP,2017-Q1,130.4677
Türkiye,LCEMP,2017-Q2,129.7955
Türkiye,LCEMP,2017-Q3,130.9006
Türkiye,LCEMP,2017-Q4,130.9141
Türkiye,LCEMP,2018-Q1,147.4276
Türkiye,LCEMP,2018-Q2,149.8808
Türkiye,LCEMP,2018-Q3,151.9044
Türkiye,LCEMP,2018-Q4,155.1229
Türkiye,LCEMP,2019-Q1,178.9346
Türkiye,LCEMP,2019-Q2,184.6609
Türkiye,LCEMP,2019-Q3,186.4592
Türkiye,LCEMP,2019-Q4,184.6206
Türkiye,LCEMP,2020-Q1,208.23
Türkiye,LCEMP,2020-Q2,199.3555
Türkiye,LCEMP,2020-Q3,207.7039
Türkiye,LCEMP,2020-Q4,210.459
Türkiye,LCEMP,2021-Q1,237.7068
Türkiye,LCEMP,2021-Q2,244.4281
Türkiye,LCEMP,2021-Q3,261.553
Türkiye,LCEMP,2021-Q4,264.1598
Türkiye,LCEMP,2022-Q1,347.8612
Türkiye,LCEMP,2022-Q2,375.1812
Türkiye,LCEMP,2022-Q3,480.5357
Türkiye,LCEMP,2022-Q4,491.2661
Türkiye,LCEMP,2023-Q1,737.7932
Türkiye,LCEMP,2023-Q2,782.3557
Türkiye,LCEMP,2023-Q3,1009.843
Türkiye,LCEMP,2023-Q4,1001.206
Hungary,LCEMP,1995-Q1,18.93118
Hungary,LCEMP,1995-Q2,19.9988
Hungary,LCEMP,1995-Q3,19.98285
Hungary,LCEMP,1995-Q4,23.19651
Hungary,LCEMP,1996-Q1,22.77503
Hungary,LCEMP,1996-Q2,24.61679
Hungary,LCEMP,1996-Q3,23.93189
Hungary,LCEMP,1996-Q4,28.28719
Hungary,LCEMP,1997-Q1,28.06683
Hungary,LCEMP,1997-Q2,30.0886
Hungary,LCEMP,1997-Q3,29.33483
Hungary,LCEMP,1997-Q4,34.06306
Hungary,LCEMP,1998-Q1,32.7307
Hungary,LCEMP,1998-Q2,34.79601
Hungary,LCEMP,1998-Q3,34.04347
Hungary,LCEMP,1998-Q4,39.49466
Hungary,LCEMP,1999-Q1,34.93296
Hungary,LCEMP,1999-Q2,37.39534
Hungary,LCEMP,1999-Q3,36.54015
Hungary,LCEMP,1999-Q4,43.59476
Hungary,LCEMP,2000-Q1,40.42988
Hungary,LCEMP,2000-Q2,43.50251
Hungary,LCEMP,2000-Q3,42.94966
Hungary,LCEMP,2000-Q4,50.23074
Hungary,LCEMP,2001-Q1,46.73371
Hungary,LCEMP,2001-Q2,50.77463
Hungary,LCEMP,2001-Q3,49.53082
Hungary,LCEMP,2001-Q4,58.7275
Hungary,LCEMP,2002-Q1,53.5339
Hungary,LCEMP,2002-Q2,55.44831
Hungary,LCEMP,2002-Q3,54.63701
Hungary,LCEMP,2002-Q4,65.5375
Hungary,LCEMP,2003-Q1,60.03078
Hungary,LCEMP,2003-Q2,61.28131
Hungary,LCEMP,2003-Q3,60.91159
Hungary,LCEMP,2003-Q4,70.92812
Hungary,LCEMP,2004-Q1,65.17831
Hungary,LCEMP,2004-Q2,70.74052
Hungary,LCEMP,2004-Q3,70.18867
Hungary,LCEMP,2004-Q4,77.33681
Hungary,LCEMP,2005-Q1,72.86069
Hungary,LCEMP,2005-Q2,76.00051
Hungary,LCEMP,2005-Q3,73.57957
Hungary,LCEMP,2005-Q4,84.50075
Hungary,LCEMP,2006-Q1,75.89336
Hungary,LCEMP,2006-Q2,78.87444
Hungary,LCEMP,2006-Q3,78.71935
Hungary,LCEMP,2006-Q4,89.57367
Hungary,LCEMP,2007-Q1,82.06029
Hungary,LCEMP,2007-Q2,84.4688
Hungary,LCEMP,2007-Q3,84.39954
Hungary,LCEMP,2007-Q4,92.86813
Hungary,LCEMP,2008-Q1,88.71513
Hungary,LCEMP,2008-Q2,93.21603
Hungary,LCEMP,2008-Q3,89.47231
Hungary,LCEMP,2008-Q4,98.8389
Hungary,LCEMP,2009-Q1,88.49728
Hungary,LCEMP,2009-Q2,89.25763
Hungary,LCEMP,2009-Q3,85.59405
Hungary,LCEMP,2009-Q4,94.53053
Hungary,LCEMP,2010-Q1,91.14839
Hungary,LCEMP,2010-Q2,89.17487
Hungary,LCEMP,2010-Q3,87.45009
Hungary,LCEMP,2010-Q4,94.3051
Hungary,LCEMP,2011-Q1,92.80016
Hungary,LCEMP,2011-Q2,93.84242
Hungary,LCEMP,2011-Q3,91.14595
Hungary,LCEMP,2011-Q4,99.38313
Hungary,LCEMP,2012-Q1,94.73241
Hungary,LCEMP,2012-Q2,96.67745
Hungary,LCEMP,2012-Q3,94.92184
Hungary,LCEMP,2012-Q4,102.0777
Hungary,LCEMP,2013-Q1,94.69077
Hungary,LCEMP,2013-Q2,97.58448
Hungary,LCEMP,2013-Q3,95.00289
Hungary,LCEMP,2013-Q4,101.9192
Hungary,LCEMP,2014-Q1,94.74368
Hungary,LCEMP,2014-Q2,98.1965
Hungary,LCEMP,2014-Q3,95.1458
Hungary,LCEMP,2014-Q4,104.1364
Hungary,LCEMP,2015-Q1,97.22522
Hungary,LCEMP,2015-Q2,100.209
Hungary,LCEMP,2015-Q3,96.26236
Hungary,LCEMP,2015-Q4,106.3034
Hungary,LCEMP,2016-Q1,99.11886
Hungary,LCEMP,2016-Q2,101.2384
Hungary,LCEMP,2016-Q3,99.42904
Hungary,LCEMP,2016-Q4,109.9644
Hungary,LCEMP,2017-Q1,104.426
Hungary,LCEMP,2017-Q2,109.4412
Hungary,LCEMP,2017-Q3,107.067
Hungary,LCEMP,2017-Q4,117.4414
Hungary,LCEMP,2018-Q1,113.1138
Hungary,LCEMP,2018-Q2,115.2869
Hungary,LCEMP,2018-Q3,113.4918
Hungary,LCEMP,2018-Q4,124.7647
Hungary,LCEMP,2019-Q1,119.1793
Hungary,LCEMP,2019-Q2,123.8499
Hungary,LCEMP,2019-Q3,122.0595
Hungary,LCEMP,2019-Q4,134.1795
Hungary,LCEMP,2020-Q1,124.164
Hungary,LCEMP,2020-Q2,126.4466
Hungary,LCEMP,2020-Q3,125.5162
Hungary,LCEMP,2020-Q4,138.6678
Hungary,LCEMP,2021-Q1,135.0536
Hungary,LCEMP,2021-Q2,139.5544
Hungary,LCEMP,2021-Q3,135.7489
Hungary,LCEMP,2021-Q4,149.6587
Hungary,LCEMP,2022-Q1,160.5068
Hungary,LCEMP,2022-Q2,156.083
Hungary,LCEMP,2022-Q3,156.753
Hungary,LCEMP,2022-Q4,173.8219
Hungary,LCEMP,2023-Q1,177.0215
Hungary,LCEMP,2023-Q2,182.2744
Hungary,LCEMP,2023-Q3,179.4342
Greece,LCEMP,1995-Q1,51.92316
Greece,LCEMP,1995-Q2,52.34325
Greece,LCEMP,1995-Q3,52.8167
Greece,LCEMP,1995-Q4,53.48853
Greece,LCEMP,1996-Q1,55.21299
Greece,LCEMP,1996-Q2,56.49945
Greece,LCEMP,1996-Q3,58.03265
Greece,LCEMP,1996-Q4,59.8563
Greece,LCEMP,1997-Q1,62.30344
Greece,LCEMP,1997-Q2,64.3931
Greece,LCEMP,1997-Q3,66.23698
Greece,LCEMP,1997-Q4,68.05698
Greece,LCEMP,1998-Q1,67.09507
Greece,LCEMP,1998-Q2,68.64137
Greece,LCEMP,1998-Q3,69.91685
Greece,LCEMP,1998-Q4,71.17499
Greece,LCEMP,1999-Q1,70.58617
Greece,LCEMP,1999-Q2,72.37747
Greece,LCEMP,1999-Q3,74.86314
Greece,LCEMP,1999-Q4,77.41737
Greece,LCEMP,2000-Q1,75.15707
Greece,LCEMP,2000-Q2,77.23266
Greece,LCEMP,2000-Q3,78.61388
Greece,LCEMP,2000-Q4,80.01283
Greece,LCEMP,2001-Q1,81.61961
Greece,LCEMP,2001-Q2,83.99683
Greece,LCEMP,2001-Q3,81.67873
Greece,LCEMP,2001-Q4,82.74388
Greece,LCEMP,2002-Q1,89.64192
Greece,LCEMP,2002-Q2,91.09788
Greece,LCEMP,2002-Q3,90.4663
Greece,LCEMP,2002-Q4,92.74973
Greece,LCEMP,2003-Q1,96.34156
Greece,LCEMP,2003-Q2,90.93512
Greece,LCEMP,2003-Q3,100.9778
Greece,LCEMP,2003-Q4,102.854
Greece,LCEMP,2004-Q1,99.50946
Greece,LCEMP,2004-Q2,101.576
Greece,LCEMP,2004-Q3,105.0093
Greece,LCEMP,2004-Q4,103.693
Greece,LCEMP,2005-Q1,108.1254
Greece,LCEMP,2005-Q2,111.7486
Greece,LCEMP,2005-Q3,112.7179
Greece,LCEMP,2005-Q4,112.5147
Greece,LCEMP,2006-Q1,112.5771
Greece,LCEMP,2006-Q2,114.1422
Greece,LCEMP,2006-Q3,112.6237
Greece,LCEMP,2006-Q4,119.5077
Greece,LCEMP,2007-Q1,120.9733
Greece,LCEMP,2007-Q2,120.3062
Greece,LCEMP,2007-Q3,121.7506
Greece,LCEMP,2007-Q4,117.3323
Greece,LCEMP,2008-Q1,122.3635
Greece,LCEMP,2008-Q2,123.4175
Greece,LCEMP,2008-Q3,129.2288
Greece,LCEMP,2008-Q4,122.2603
Greece,LCEMP,2009-Q1,120.3272
Greece,LCEMP,2009-Q2,129.3469
Greece,LCEMP,2009-Q3,129.1843
Greece,LCEMP,2009-Q4,133.1186
Greece,LCEMP,2010-Q1,127.6076
Greece,LCEMP,2010-Q2,123.8091
Greece,LCEMP,2010-Q3,122.1767
Greece,LCEMP,2010-Q4,120.5166
Greece,LCEMP,2011-Q1,119.3476
Greece,LCEMP,2011-Q2,119.422
Greece,LCEMP,2011-Q3,119.6065
Greece,LCEMP,2011-Q4,118.3791
Greece,LCEMP,2012-Q1,115.2563
Greece,LCEMP,2012-Q2,115.1937
Greece,LCEMP,2012-Q3,112.3319
Greece,LCEMP,2012-Q4,114.9196
Greece,LCEMP,2013-Q1,106.8153
Greece,LCEMP,2013-Q2,107.4397
Greece,LCEMP,2013-Q3,104.8918
Greece,LCEMP,2013-Q4,101.4321
Greece,LCEMP,2014-Q1,102.3204
Greece,LCEMP,2014-Q2,100.6603
Greece,LCEMP,2014-Q3,99.54837
Greece,LCEMP,2014-Q4,99.03679
Greece,LCEMP,2015-Q1,100.7497
Greece,LCEMP,2015-Q2,98.70049
Greece,LCEMP,2015-Q3,100.9631
Greece,LCEMP,2015-Q4,99.5867
Greece,LCEMP,2016-Q1,97.06194
Greece,LCEMP,2016-Q2,96.74702
Greece,LCEMP,2016-Q3,96.13759
Greece,LCEMP,2016-Q4,96.10215
Greece,LCEMP,2017-Q1,98.29485
Greece,LCEMP,2017-Q2,98.18333
Greece,LCEMP,2017-Q3,97.40825
Greece,LCEMP,2017-Q4,97.58179
Greece,LCEMP,2018-Q1,95.67397
Greece,LCEMP,2018-Q2,94.05467
Greece,LCEMP,2018-Q3,93.04346
Greece,LCEMP,2018-Q4,93.41019
Greece,LCEMP,2019-Q1,92.8572
Greece,LCEMP,2019-Q2,93.95605
Greece,LCEMP,2019-Q3,93.70778
Greece,LCEMP,2019-Q4,94.2288
Greece,LCEMP,2020-Q1,93.44467
Greece,LCEMP,2020-Q2,92.42382
Greece,LCEMP,2020-Q3,93.09643
Greece,LCEMP,2020-Q4,93.97724
Greece,LCEMP,2021-Q1,97.64806
Greece,LCEMP,2021-Q2,96.65186
Greece,LCEMP,2021-Q3,95.30492
Greece,LCEMP,2021-Q4,96.83716
Greece,LCEMP,2022-Q1,97.32813
Greece,LCEMP,2022-Q2,98.14846
Greece,LCEMP,2022-Q3,100.6382
Greece,LCEMP,2022-Q4,101.4809
Greece,LCEMP,2023-Q1,102.3605
Greece,LCEMP,2023-Q2,103.2498
Greece,LCEMP,2023-Q3,104.7757
Sweden,LCEMP,1993-Q2,-0.9265769
Sweden,LCEMP,1993-Q3,1.353069
Sweden,LCEMP,1993-Q4,0.04557087
Sweden,LCEMP,1994-Q1,3.561458
Sweden,LCEMP,1994-Q2,1.248194
Sweden,LCEMP,1994-Q3,1.437456
Sweden,LCEMP,1994-Q4,1.895324
Sweden,LCEMP,1995-Q1,-2.29115
Sweden,LCEMP,1995-Q2,1.725868
Sweden,LCEMP,1995-Q3,0.005319599
Sweden,LCEMP,1995-Q4,3.671938
Sweden,LCEMP,1996-Q1,1.593906
Sweden,LCEMP,1996-Q2,2.018685
Sweden,LCEMP,1996-Q3,0.6546687
Sweden,LCEMP,1996-Q4,0.2510648
Sweden,LCEMP,1997-Q1,2.961532
Sweden,LCEMP,1997-Q2,2.011642
Sweden,LCEMP,1997-Q3,0.4290006
Sweden,LCEMP,1997-Q4,-0.2128595
Sweden,LCEMP,1998-Q1,-2.97955
Sweden,LCEMP,1998-Q2,0.04981538
Sweden,LCEMP,1998-Q3,1.349238
Sweden,LCEMP,1998-Q4,1.170901
Sweden,LCEMP,1999-Q1,1.206406
Sweden,LCEMP,1999-Q2,0.5442001
Sweden,LCEMP,1999-Q3,1.104062
Sweden,LCEMP,1999-Q4,0.5050532
Sweden,LCEMP,2000-Q1,5.386424
Sweden,LCEMP,2000-Q2,-0.4627738
Sweden,LCEMP,2000-Q3,1.303924
Sweden,LCEMP,2000-Q4,0.2847213
Sweden,LCEMP,2001-Q1,1.641016
Sweden,LCEMP,2001-Q2,1.946682
Sweden,LCEMP,2001-Q3,0.4758683
Sweden,LCEMP,2001-Q4,0.6920739
Sweden,LCEMP,2002-Q1,0.7103609
Sweden,LCEMP,2002-Q2,0.9058497
Sweden,LCEMP,2002-Q3,0.4861112
Sweden,LCEMP,2002-Q4,1.225706
Sweden,LCEMP,2003-Q1,0.8848155
Sweden,LCEMP,2003-Q2,0.6024026
Sweden,LCEMP,2003-Q3,1.540735
Sweden,LCEMP,2003-Q4,0.1835701
Sweden,LCEMP,2004-Q1,1.899132
Sweden,LCEMP,2004-Q2,0.9427975
Sweden,LCEMP,2004-Q3,0.7513967
Sweden,LCEMP,2004-Q4,0.5987963
Sweden,LCEMP,2005-Q1,0.6823648
Sweden,LCEMP,2005-Q2,1.048058
Sweden,LCEMP,2005-Q3,0.8824347
Sweden,LCEMP,2005-Q4,1.320733
Sweden,LCEMP,2006-Q1,0.2905535
Sweden,LCEMP,2006-Q2,0.1511065
Sweden,LCEMP,2006-Q3,1.442816
Sweden,LCEMP,2006-Q4,0.5090895
Sweden,LCEMP,2007-Q1,2.828606
Sweden,LCEMP,2007-Q2,0.3916066
Sweden,LCEMP,2007-Q3,1.052118
Sweden,LCEMP,2007-Q4,2.185467
Sweden,LCEMP,2008-Q1,0.4590276
Sweden,LCEMP,2008-Q2,1.363178
Sweden,LCEMP,2008-Q3,0.274235
Sweden,LCEMP,2008-Q4,0.7076081
Sweden,LCEMP,2009-Q1,0.2135914
Sweden,LCEMP,2009-Q2,0.7706057
Sweden,LCEMP,2009-Q3,0.7717839
Sweden,LCEMP,2009-Q4,0.2311374
Sweden,LCEMP,2010-Q1,0.7373053
Sweden,LCEMP,2010-Q2,0.6451946
Sweden,LCEMP,2010-Q3,0.5092855
Sweden,LCEMP,2010-Q4,1.545946
Sweden,LCEMP,2011-Q1,0.7132356
Sweden,LCEMP,2011-Q2,0.4065095
Sweden,LCEMP,2011-Q3,0.9711706
Sweden,LCEMP,2011-Q4,0.1218405
Sweden,LCEMP,2012-Q1,0.9004666
Sweden,LCEMP,2012-Q2,1.091499
Sweden,LCEMP,2012-Q3,0.7164339
Sweden,LCEMP,2012-Q4,0.8536761
Sweden,LCEMP,2013-Q1,-0.09191872
Sweden,LCEMP,2013-Q2,0.2107612
Sweden,LCEMP,2013-Q3,0.9364848
Sweden,LCEMP,2013-Q4,0.808428
Sweden,LCEMP,2014-Q1,0.3395682
Sweden,LCEMP,2014-Q2,0.6543573
Sweden,LCEMP,2014-Q3,0.5482717
Sweden,LCEMP,2014-Q4,0.05367743
Sweden,LCEMP,2015-Q1,1.2069
Sweden,LCEMP,2015-Q2,1.222703
Sweden,LCEMP,2015-Q3,0.03192388
Sweden,LCEMP,2015-Q4,0.1662888
Sweden,LCEMP,2016-Q1,0.9033107
Sweden,LCEMP,2016-Q2,0.2035283
Sweden,LCEMP,2016-Q3,1.318463
Sweden,LCEMP,2016-Q4,1.352491
Sweden,LCEMP,2017-Q1,-0.543092
Sweden,LCEMP,2017-Q2,0.1146941
Sweden,LCEMP,2017-Q3,1.164996
Sweden,LCEMP,2017-Q4,0.9864404
Sweden,LCEMP,2018-Q1,0.8805882
Sweden,LCEMP,2018-Q2,1.395854
Sweden,LCEMP,2018-Q3,0.7464653
Sweden,LCEMP,2018-Q4,0.886695
Sweden,LCEMP,2019-Q1,0.3168889
Sweden,LCEMP,2019-Q2,1.034532
Sweden,LCEMP,2019-Q3,0.652211
Sweden,LCEMP,2019-Q4,0.3788118
Sweden,LCEMP,2020-Q1,1.079739
Sweden,LCEMP,2020-Q2,-0.1297507
Sweden,LCEMP,2020-Q3,0.6182467
Sweden,LCEMP,2020-Q4,1.239785
Sweden,LCEMP,2021-Q1,2.633742
Sweden,LCEMP,2021-Q2,0.07312576
Sweden,LCEMP,2021-Q3,0.6706016
Sweden,LCEMP,2021-Q4,1.112289
Sweden,LCEMP,2022-Q1,0.06641766
Sweden,LCEMP,2022-Q2,1.509646
Sweden,LCEMP,2022-Q3,0.3848652
Sweden,LCEMP,2022-Q4,0.8081531
Sweden,LCEMP,2023-Q1,0.9659342
Sweden,LCEMP,2023-Q2,1.141014
Sweden,LCEMP,2023-Q3,1.695159
Sweden,LCEMP,2023-Q4,0.7793128
Slovenia,GDPEMP,1995-Q1,61.98158
Slovenia,GDPEMP,1995-Q2,62.65423
Slovenia,GDPEMP,1995-Q3,63.28072
Slovenia,GDPEMP,1995-Q4,63.84886
Slovenia,GDPEMP,1996-Q1,64.83301
Slovenia,GDPEMP,1996-Q2,65.46748
Slovenia,GDPEMP,1996-Q3,66.711
Slovenia,GDPEMP,1996-Q4,68.06712
Slovenia,GDPEMP,1997-Q1,69.36879
Slovenia,GDPEMP,1997-Q2,70.87111
Slovenia,GDPEMP,1997-Q3,71.25137
Slovenia,GDPEMP,1997-Q4,71.60386
Slovenia,GDPEMP,1998-Q1,72.17171
Slovenia,GDPEMP,1998-Q2,72.72524
Slovenia,GDPEMP,1998-Q3,73.34238
Slovenia,GDPEMP,1998-Q4,73.76471
Slovenia,GDPEMP,1999-Q1,74.34016
Slovenia,GDPEMP,1999-Q2,77.34714
Slovenia,GDPEMP,1999-Q3,75.11401
Slovenia,GDPEMP,1999-Q4,75.98975
Slovenia,GDPEMP,2000-Q1,76.8313
Slovenia,GDPEMP,2000-Q2,77.36408
Slovenia,GDPEMP,2000-Q3,77.97547
Slovenia,GDPEMP,2000-Q4,78.33936
Slovenia,GDPEMP,2001-Q1,78.93312
Slovenia,GDPEMP,2001-Q2,79.44283
Slovenia,GDPEMP,2001-Q3,79.89078
Slovenia,GDPEMP,2001-Q4,80.6955
Slovenia,GDPEMP,2002-Q1,80.21736
Slovenia,GDPEMP,2002-Q2,80.45628
Slovenia,GDPEMP,2002-Q3,81.34293
Slovenia,GDPEMP,2002-Q4,82.59396
Slovenia,GDPEMP,2003-Q1,82.59357
Slovenia,GDPEMP,2003-Q2,83.14339
Slovenia,GDPEMP,2003-Q3,84.31776
Slovenia,GDPEMP,2003-Q4,84.88416
Slovenia,GDPEMP,2004-Q1,85.91914
Slovenia,GDPEMP,2004-Q2,86.52722
Slovenia,GDPEMP,2004-Q3,87.10432
Slovenia,GDPEMP,2004-Q4,87.4873
Slovenia,GDPEMP,2005-Q1,88.77525
Slovenia,GDPEMP,2005-Q2,90.17354
Slovenia,GDPEMP,2005-Q3,91.10362
Slovenia,GDPEMP,2005-Q4,92.53143
Slovenia,GDPEMP,2006-Q1,92.69234
Slovenia,GDPEMP,2006-Q2,94.28553
Slovenia,GDPEMP,2006-Q3,95.32607
Slovenia,GDPEMP,2006-Q4,96.74005
Slovenia,GDPEMP,2007-Q1,97.38007
Slovenia,GDPEMP,2007-Q2,97.93302
Slovenia,GDPEMP,2007-Q3,99.04554
Slovenia,GDPEMP,2007-Q4,98.7209
Slovenia,GDPEMP,2008-Q1,99.90296
Slovenia,GDPEMP,2008-Q2,100.2627
Slovenia,GDPEMP,2008-Q3,99.57677
Slovenia,GDPEMP,2008-Q4,95.98051
Slovenia,GDPEMP,2009-Q1,91.99641
Slovenia,GDPEMP,2009-Q2,91.85819
Slovenia,GDPEMP,2009-Q3,92.89065
Slovenia,GDPEMP,2009-Q4,93.466
Slovenia,GDPEMP,2010-Q1,93.81021
Slovenia,GDPEMP,2010-Q2,95.63094
Slovenia,GDPEMP,2010-Q3,96.40606
Slovenia,GDPEMP,2010-Q4,97.52998
Slovenia,GDPEMP,2011-Q1,98.88648
Slovenia,GDPEMP,2011-Q2,98.52425
Slovenia,GDPEMP,2011-Q3,98.43717
Slovenia,GDPEMP,2011-Q4,98.90334
Slovenia,GDPEMP,2012-Q1,97.69877
Slovenia,GDPEMP,2012-Q2,96.76956
Slovenia,GDPEMP,2012-Q3,97.5816
Slovenia,GDPEMP,2012-Q4,96.20541
Slovenia,GDPEMP,2013-Q1,96.712
Slovenia,GDPEMP,2013-Q2,97.05173
Slovenia,GDPEMP,2013-Q3,97.00147
Slovenia,GDPEMP,2013-Q4,98.63177
Slovenia,GDPEMP,2014-Q1,99.02635
Slovenia,GDPEMP,2014-Q2,99.40953
Slovenia,GDPEMP,2014-Q3,99.89536
Slovenia,GDPEMP,2014-Q4,99.31973
Slovenia,GDPEMP,2015-Q1,99.69833
Slovenia,GDPEMP,2015-Q2,100.1174
Slovenia,GDPEMP,2015-Q3,100.1887
Slovenia,GDPEMP,2015-Q4,99.9955
Slovenia,GDPEMP,2016-Q1,100.6914
Slovenia,GDPEMP,2016-Q2,101.3068
Slovenia,GDPEMP,2016-Q3,101.6566
Slovenia,GDPEMP,2016-Q4,101.7389
Slovenia,GDPEMP,2017-Q1,103.0867
Slovenia,GDPEMP,2017-Q2,103.3643
